EMC,Location,Analyte,Flow
0.1000000014901161,920048328_VA,Phosphorus,Inflow
0.4199999868869781,920048328_VA,Phosphorus,Inflow
0.2899999916553497,920048328_VA,Phosphorus,Inflow
0.1700000017881393,920048328_VA,Phosphorus,Inflow
0.5299999713897705,920048328_VA,Phosphorus,Inflow
0.4300000071525574,920048328_VA,Phosphorus,Inflow
0.1700000017881393,920048328_VA,Phosphorus,Inflow
0.119999997317791,920048328_VA,Phosphorus,Inflow
0.1500000059604645,920048328_VA,Phosphorus,Inflow
0.2800000011920929,920048328_VA,Phosphorus,Inflow
0.119999997317791,920048328_VA,Phosphorus,Inflow
0.1990199983119965,920048328_VA,Phosphorus,Inflow
0.1700000017881393,920048328_VA,Phosphorus,Inflow
0.119999997317791,920048328_VA,Phosphorus,Inflow
0.2300000041723251,920048328_VA,Phosphorus,Inflow
0.5380600094795227,920048328_VA,Phosphorus,Inflow
0.4000000059604645,920048328_VA,Phosphorus,Inflow
0.3799999952316284,920048328_VA,Phosphorus,Inflow
0.3499999940395355,920048328_VA,Phosphorus,Inflow
0.1230000033974648,920048328_VA,Phosphorus,Inflow
0.2469799965620041,920048328_VA,Phosphorus,Inflow
0.1599999964237213,920048328_VA,Phosphorus,Inflow
0.75,920048328_VA,Phosphorus,Inflow
0.1400000005960464,920048328_VA,Phosphorus,Inflow
0.1800000071525574,920048328_VA,Phosphorus,Inflow
0.2599999904632568,920048328_VA,Phosphorus,Inflow
0.6000000238418579,920048328_VA,Phosphorus,Inflow
0.3090899884700775,920048328_VA,Phosphorus,Inflow
0.1099999994039536,920048328_VA,Phosphorus,Inflow
0.239999994635582,920048328_VA,Phosphorus,Inflow
0.5799999833106995,920048328_VA,Phosphorus,Inflow
0.119999997317791,920048328_VA,Phosphorus,Inflow
0.119999997317791,920048328_VA,Phosphorus,Inflow
0.2532399892807007,920048328_VA,Phosphorus,Inflow
0.1000000014901161,920048328_VA,Phosphorus,Inflow
0.3700000047683716,920048328_VA,Phosphorus,Inflow
0.3514899909496307,920048328_VA,Phosphorus,Inflow
0.6399999856948853,920048328_VA,Phosphorus,Inflow
0.2599999904632568,920048328_VA,Phosphorus,Inflow
0.1500000059604645,920048328_VA,Phosphorus,Inflow
0.75,920048328_VA,Phosphorus,Inflow
0.2300000041723251,920048328_VA,Phosphorus,Inflow
0.2800000011920929,920048328_VA,Phosphorus,Inflow
0.2199999988079071,920048328_VA,Phosphorus,Inflow
0.5600000023841858,920048328_VA,Phosphorus,Inflow
0.1474100053310394,920048328_VA,Phosphorus,Inflow
0.4512799978256226,920048328_VA,Phosphorus,Inflow
0.5299999713897705,920048328_VA,Phosphorus,Inflow
0.1800000071525574,920048328_VA,Phosphorus,Inflow
0.2199999988079071,920048328_VA,Phosphorus,Inflow
0.1800000071525574,920048328_VA,Phosphorus,Inflow
0.2612999975681305,920048328_VA,Phosphorus,Inflow
0.5,920048328_VA,Phosphorus,Inflow
0.6700000166893005,920048328_VA,Phosphorus,Inflow
0.5799999833106995,920048328_VA,Phosphorus,Inflow
0.3300000131130219,920048328_VA,Phosphorus,Inflow
0.09000000357627869,920048328_VA,Phosphorus,Inflow
0.3499999940395355,920048328_VA,Phosphorus,Inflow
0.2300000041723251,920048328_VA,Phosphorus,Inflow
0.4631200134754181,920048328_VA,Phosphorus,Inflow
0.449999988079071,920048328_VA,Phosphorus,Inflow
0.3199999928474426,920048328_VA,Phosphorus,Inflow
0.1236599981784821,920048328_VA,Phosphorus,Inflow
0.05000000074505806,920048328_VA,Phosphorus,Inflow
