EMC,Location,Analyte,Flow
0.05999999865889549,920048328_VA,Phosphorus,Outflow
0.6200000047683716,920048328_VA,Phosphorus,Outflow
0.2000000029802322,920048328_VA,Phosphorus,Outflow
0.2300000041723251,920048328_VA,Phosphorus,Outflow
0.1099999994039536,920048328_VA,Phosphorus,Outflow
0.4300000071525574,920048328_VA,Phosphorus,Outflow
0.1599999964237213,920048328_VA,Phosphorus,Outflow
0.009999999776482582,920048328_VA,Phosphorus,Outflow
0.4399999976158142,920048328_VA,Phosphorus,Outflow
0.07999999821186066,920048328_VA,Phosphorus,Outflow
0.2700000107288361,920048328_VA,Phosphorus,Outflow
0.1400000005960464,920048328_VA,Phosphorus,Outflow
0.8700000047683716,920048328_VA,Phosphorus,Outflow
0.4699999988079071,920048328_VA,Phosphorus,Outflow
0.6299999952316284,920048328_VA,Phosphorus,Outflow
0.2099999934434891,920048328_VA,Phosphorus,Outflow
0.25,920048328_VA,Phosphorus,Outflow
0.07999999821186066,920048328_VA,Phosphorus,Outflow
0.4000000059604645,920048328_VA,Phosphorus,Outflow
0.2199999988079071,920048328_VA,Phosphorus,Outflow
0.2000000029802322,920048328_VA,Phosphorus,Outflow
0.1500000059604645,920048328_VA,Phosphorus,Outflow
0.1400000005960464,920048328_VA,Phosphorus,Outflow
0.4399999976158142,920048328_VA,Phosphorus,Outflow
0.3499999940395355,920048328_VA,Phosphorus,Outflow
0.4000000059604645,920048328_VA,Phosphorus,Outflow
0.1500000059604645,920048328_VA,Phosphorus,Outflow
0.2599999904632568,920048328_VA,Phosphorus,Outflow
0.4699999988079071,920048328_VA,Phosphorus,Outflow
0.4199999868869781,920048328_VA,Phosphorus,Outflow
0.1400000005960464,920048328_VA,Phosphorus,Outflow
0.699999988079071,920048328_VA,Phosphorus,Outflow
0.2599999904632568,920048328_VA,Phosphorus,Outflow
