EMC,Location,Analyte,Flow
641,1708200120_CO,TSS,Inflow
127,1708200120_CO,TSS,Inflow
40,1708200120_CO,TSS,Inflow
21,1708200120_CO,TSS,Inflow
4,1708200120_CO,TSS,Inflow
161,1708200120_CO,TSS,Inflow
108,1708200120_CO,TSS,Inflow
64,1708200120_CO,TSS,Inflow
179,1708200120_CO,TSS,Inflow
11,1708200120_CO,TSS,Inflow
149,1708200120_CO,TSS,Inflow
149,1708200120_CO,TSS,Inflow
318,1708200120_CO,TSS,Inflow
1310,1708200120_CO,TSS,Inflow
166,1708200120_CO,TSS,Inflow
902,1708200120_CO,TSS,Inflow
121,1708200120_CO,TSS,Inflow
641,1708200120_CO,TSS,Inflow
73,1708200120_CO,TSS,Inflow
52,1708200120_CO,TSS,Inflow
205,1708200120_CO,TSS,Inflow
790,1708200120_CO,TSS,Inflow
568,1708200120_CO,TSS,Inflow
52,1708200120_CO,TSS,Inflow
19,1708200120_CO,TSS,Inflow
70,1708200120_CO,TSS,Inflow
105,1708200120_CO,TSS,Inflow
232,1708200120_CO,TSS,Inflow
64,1708200120_CO,TSS,Inflow
274,1708200120_CO,TSS,Inflow
766,1708200120_CO,TSS,Inflow
947,1708200120_CO,TSS,Inflow
476,1708200120_CO,TSS,Inflow
688,1708200120_CO,TSS,Inflow
158,1708200120_CO,TSS,Inflow
170,1708200120_CO,TSS,Inflow
178,1708200120_CO,TSS,Inflow
