EMC,Location,Analyte,Flow
21,1708200120_CO,TSS,Outflow
14,1708200120_CO,TSS,Outflow
8,1708200120_CO,TSS,Outflow
7,1708200120_CO,TSS,Outflow
21,1708200120_CO,TSS,Outflow
4,1708200120_CO,TSS,Outflow
5,1708200120_CO,TSS,Outflow
11,1708200120_CO,TSS,Outflow
11,1708200120_CO,TSS,Outflow
6,1708200120_CO,TSS,Outflow
8,1708200120_CO,TSS,Outflow
8,1708200120_CO,TSS,Outflow
7,1708200120_CO,TSS,Outflow
20,1708200120_CO,TSS,Outflow
7,1708200120_CO,TSS,Outflow
15,1708200120_CO,TSS,Outflow
38,1708200120_CO,TSS,Outflow
24,1708200120_CO,TSS,Outflow
9,1708200120_CO,TSS,Outflow
5,1708200120_CO,TSS,Outflow
10,1708200120_CO,TSS,Outflow
246,1708200120_CO,TSS,Outflow
273,1708200120_CO,TSS,Outflow
83,1708200120_CO,TSS,Outflow
70,1708200120_CO,TSS,Outflow
51,1708200120_CO,TSS,Outflow
39,1708200120_CO,TSS,Outflow
36,1708200120_CO,TSS,Outflow
21,1708200120_CO,TSS,Outflow
14,1708200120_CO,TSS,Outflow
20,1708200120_CO,TSS,Outflow
26,1708200120_CO,TSS,Outflow
