EMC,Location,Analyte,Flow,Run
0.1150000020861626,-1693589722_FL,Phosphorus,Inflow,1
0.03599999845027924,-1693589722_FL,Phosphorus,Inflow,1
0.03500000014901161,-1693589722_FL,Phosphorus,Inflow,1
0.08399999886751175,-1693589722_FL,Phosphorus,Inflow,1
0.1285600066184998,-1693589722_FL,Phosphorus,Inflow,1
0.1269499957561493,-1693589722_FL,Phosphorus,Inflow,1
0.01799999922513962,-1693589722_FL,Phosphorus,Inflow,1
0.1420000046491623,-1693589722_FL,Phosphorus,Inflow,1
0.1480000019073486,-1693589722_FL,Phosphorus,Inflow,1
0.1594399958848953,-1693589722_FL,Phosphorus,Inflow,1
0.1304499953985214,-1693589722_FL,Phosphorus,Inflow,1
0.05099999904632568,-1693589722_FL,Phosphorus,Inflow,1
0.1509999930858612,-1693589722_FL,Phosphorus,Inflow,1
0.1209999993443489,-1693589722_FL,Phosphorus,Inflow,1
0.2529999911785126,-1693589722_FL,Phosphorus,Inflow,1
0.07766000181436539,-1693589722_FL,Phosphorus,Inflow,1
0.08699999749660492,-1693589722_FL,Phosphorus,Inflow,1
0.05400000140070915,-1693589722_FL,Phosphorus,Inflow,1
0.06599999964237213,-1693589722_FL,Phosphorus,Inflow,1
0.1377400010824203,-1693589722_FL,Phosphorus,Inflow,1
0.04100000113248825,-1693589722_FL,Phosphorus,Inflow,2
0.119999997317791,-1693589722_FL,Phosphorus,Inflow,2
0.1309999972581863,-1693589722_FL,Phosphorus,Inflow,2
0.02099999971687794,-1693589722_FL,Phosphorus,Inflow,2
0.02500000037252903,-1693589722_FL,Phosphorus,Inflow,2
0.0390000008046627,-1693589722_FL,Phosphorus,Inflow,2
0.1509999930858612,-1693589722_FL,Phosphorus,Inflow,2
0.1420000046491623,-1693589722_FL,Phosphorus,Inflow,2
0.1949999928474426,-1693589722_FL,Phosphorus,Inflow,2
0.07619000226259232,-1693589722_FL,Phosphorus,Inflow,2
0.1710000038146973,-1693589722_FL,Phosphorus,Inflow,2
0.09307999908924103,-1693589722_FL,Phosphorus,Inflow,2
0.009999999776482582,-1693589722_FL,Phosphorus,Inflow,2
0.1209999993443489,-1693589722_FL,Phosphorus,Inflow,2
