EMC,Location,Analyte,Flow
228.8839874267578,1376313964_MD,TSS,Inflow
10.5295991897583,1376313964_MD,TSS,Inflow
95.10867309570312,1376313964_MD,TSS,Inflow
29.01084136962891,1376313964_MD,TSS,Inflow
6.29774808883667,1376313964_MD,TSS,Inflow
1.137126088142395,1376313964_MD,TSS,Inflow
8.998127937316895,1376313964_MD,TSS,Inflow
4.008193016052246,1376313964_MD,TSS,Inflow
223.5547485351562,1376313964_MD,TSS,Inflow
13.03311920166016,1376313964_MD,TSS,Inflow
24.27870178222656,1376313964_MD,TSS,Inflow
2.401384353637695,1376313964_MD,TSS,Inflow
12.69933795928955,1376313964_MD,TSS,Inflow
7.098209381103516,1376313964_MD,TSS,Inflow
9.511364936828613,1376313964_MD,TSS,Inflow
33.92838287353516,1376313964_MD,TSS,Inflow
30.51631355285645,1376313964_MD,TSS,Inflow
18.70781135559082,1376313964_MD,TSS,Inflow
14.09832382202148,1376313964_MD,TSS,Inflow
19.40530395507812,1376313964_MD,TSS,Inflow
9.640851974487305,1376313964_MD,TSS,Inflow
5.085284233093262,1376313964_MD,TSS,Inflow
38.56340789794922,1376313964_MD,TSS,Inflow
58.27195358276367,1376313964_MD,TSS,Inflow
59.19990158081055,1376313964_MD,TSS,Inflow
69.15283966064453,1376313964_MD,TSS,Inflow
108.8039016723633,1376313964_MD,TSS,Inflow
4.081028938293457,1376313964_MD,TSS,Inflow
0.5297171473503113,1376313964_MD,TSS,Inflow
34.30801391601562,1376313964_MD,TSS,Inflow
68.49470520019531,1376313964_MD,TSS,Inflow
23.47235488891602,1376313964_MD,TSS,Inflow
34.7114143371582,1376313964_MD,TSS,Inflow
53.06504440307617,1376313964_MD,TSS,Inflow
54.77246475219727,1376313964_MD,TSS,Inflow
15.88562774658203,1376313964_MD,TSS,Inflow
12.50132465362549,1376313964_MD,TSS,Inflow
11.75971984863281,1376313964_MD,TSS,Inflow
11.31004905700684,1376313964_MD,TSS,Inflow
46.4945068359375,1376313964_MD,TSS,Inflow
0.9534908533096313,1376313964_MD,TSS,Inflow
90.2402572631836,1376313964_MD,TSS,Inflow
43.61814880371094,1376313964_MD,TSS,Inflow
30.1450252532959,1376313964_MD,TSS,Inflow
4.464627742767334,1376313964_MD,TSS,Inflow
39.33528137207031,1376313964_MD,TSS,Inflow
44.64338302612305,1376313964_MD,TSS,Inflow
42.8647346496582,1376313964_MD,TSS,Inflow
1.896387338638306,1376313964_MD,TSS,Inflow
6.639121532440186,1376313964_MD,TSS,Inflow
16.12105751037598,1376313964_MD,TSS,Inflow
817.0427856445312,1376313964_MD,TSS,Inflow
155.437744140625,1376313964_MD,TSS,Inflow
0.79899001121521,1376313964_MD,TSS,Inflow
38.17102432250977,1376313964_MD,TSS,Inflow
