N,Quartile,median,std,rpd,Location,Flow,Analyte,NumObservations,NearMedianDetectionLimit,changeRPD,percentOriginal,skewnessCategory,distributionCategory,NumObservationsBelowDetect
n=5,0.1,8.962883377075196,6.845087477080173,78.40660473738359,1376313964_MD,Inflow,TSS,127,0,0.0,3.937007874015748,heavy_right_skew,PARETO2o,0.0
n=5,0.25,12.69933795928955,10.406903167450812,53.09013014309096,1376313964_MD,Inflow,TSS,127,0,0.0,3.937007874015748,heavy_right_skew,PARETO2o,0.0
n=5,0.5,23.47235488891602,17.552239140547208,46.21684516905913,1376313964_MD,Inflow,TSS,127,0,0.0,3.937007874015748,heavy_right_skew,PARETO2o,0.0
n=5,0.75,39.33528137207031,50.25830683859028,49.40865671464554,1376313964_MD,Inflow,TSS,127,0,0.0,3.937007874015748,heavy_right_skew,PARETO2o,0.0
n=5,0.9,76.58011207580567,143.68727356896858,62.5933261562576,1376313964_MD,Inflow,TSS,127,0,0.0,3.937007874015748,heavy_right_skew,PARETO2o,0.0
n=10,0.1,6.9020466923713695,4.387400669606212,66.25341099362977,1376313964_MD,Inflow,TSS,127,0,12.153193743753818,7.874015748031496,heavy_right_skew,PARETO2o,0.0
n=10,0.25,11.198258876800537,5.793754434541482,34.58517402105509,1376313964_MD,Inflow,TSS,127,0,18.50495612203587,7.874015748031496,heavy_right_skew,PARETO2o,0.0
n=10,0.5,22.587389469146725,10.587129076165503,31.86022590290603,1376313964_MD,Inflow,TSS,127,0,14.356619266153096,7.874015748031496,heavy_right_skew,PARETO2o,0.0
n=10,0.75,43.64946699142456,25.089149343916176,34.79051699361114,1376313964_MD,Inflow,TSS,127,0,14.618139721034396,7.874015748031496,heavy_right_skew,PARETO2o,0.0
n=10,0.9,85.66283950805663,81.52939310742308,46.430881591324294,1376313964_MD,Inflow,TSS,127,0,16.16244456493331,7.874015748031496,heavy_right_skew,PARETO2o,0.0
n=15,0.1,5.570269775390625,3.674234009619499,57.574566489711955,1376313964_MD,Inflow,TSS,127,0,8.678844503917816,11.811023622047244,heavy_right_skew,PARETO2o,0.0
n=15,0.25,10.97982668876648,4.850085406731987,31.658650736390086,1376313964_MD,Inflow,TSS,127,0,2.9265232846650022,11.811023622047244,heavy_right_skew,PARETO2o,0.0
n=15,0.5,23.47235488891602,8.978640493472172,29.272412906821828,1376313964_MD,Inflow,TSS,127,0,2.587812996084203,11.811023622047244,heavy_right_skew,PARETO2o,0.0
n=15,0.75,45.56894493103027,19.959176092023302,28.297921707347072,1376313964_MD,Inflow,TSS,127,0,6.49259528626407,11.811023622047244,heavy_right_skew,PARETO2o,0.0
n=15,0.9,85.12522659301757,80.14399430455605,41.28961775958182,1376313964_MD,Inflow,TSS,127,0,5.141263831742471,11.811023622047244,heavy_right_skew,PARETO2o,0.0
n=20,0.1,4.816894245147705,2.7876655145994436,50.968597663819246,1376313964_MD,Inflow,TSS,127,0,6.60596882589271,15.748031496062993,heavy_right_skew,PARETO2o,0.0
n=20,0.25,10.335190474987032,3.329900685333432,22.740051045053068,1376313964_MD,Inflow,TSS,127,0,8.918599691337018,15.748031496062993,heavy_right_skew,PARETO2o,0.0
n=20,0.5,22.68386697769165,6.90470052430489,23.69928696672046,1376313964_MD,Inflow,TSS,127,0,5.573125940101367,15.748031496062993,heavy_right_skew,PARETO2o,0.0
n=20,0.75,45.6832013130188,16.706635912218868,24.5988468800636,1376313964_MD,Inflow,TSS,127,0,3.6990748272834715,15.748031496062993,heavy_right_skew,PARETO2o,0.0
n=20,0.9,89.02147064208992,44.41811772039156,34.81977625738188,1376313964_MD,Inflow,TSS,127,0,6.469841502199941,15.748031496062993,heavy_right_skew,PARETO2o,0.0
n=25,0.1,4.712890338897705,2.4590795251536433,44.88923408189293,1376313964_MD,Inflow,TSS,127,0,6.079363581926316,19.68503937007874,heavy_right_skew,PARETO2o,0.0
n=25,0.25,10.429715633392334,3.070083887356521,20.84424777474228,1376313964_MD,Inflow,TSS,127,0,1.8958032703107897,19.68503937007874,heavy_right_skew,PARETO2o,0.0
n=25,0.5,23.47235488891602,6.4338890860633295,21.437765839157883,1376313964_MD,Inflow,TSS,127,0,2.2615211275625775,19.68503937007874,heavy_right_skew,PARETO2o,0.0
n=25,0.75,44.64338302612305,13.983827195757671,21.166697114292717,1376313964_MD,Inflow,TSS,127,0,3.432149765770884,19.68503937007874,heavy_right_skew,PARETO2o,0.0
n=25,0.9,92.94347686767584,36.65945110760683,30.488140969299575,1376313964_MD,Inflow,TSS,127,0,4.331635288082307,19.68503937007874,heavy_right_skew,PARETO2o,0.0
n=5,0.1,61.0,51.52378979451705,70.996988419481,1708200120_CO,Inflow,TSS,37,0,0.0,13.513513513513514,heavy_right_skew,EXP,0.0
n=5,0.25,105.0,81.06414976272502,52.72319032865723,1708200120_CO,Inflow,TSS,37,0,0.0,13.513513513513514,heavy_right_skew,EXP,0.0
n=5,0.5,166.0,153.28775402839636,39.43495059855195,1708200120_CO,Inflow,TSS,37,0,0.0,13.513513513513514,heavy_right_skew,EXP,0.0
n=5,0.75,274.0,242.18797266629164,61.00077141703034,1708200120_CO,Inflow,TSS,37,0,0.0,13.513513513513514,heavy_right_skew,EXP,0.0
n=5,0.9,608.4000000000001,246.817409890571,41.31505421732234,1708200120_CO,Inflow,TSS,37,0,0.0,13.513513513513514,heavy_right_skew,EXP,0.0
n=10,0.1,47.9,30.81895369433601,58.21142328011313,1708200120_CO,Inflow,TSS,37,0,12.785565139367868,27.027027027027028,heavy_right_skew,EXP,0.0
n=10,0.25,81.375,38.81478519649051,37.292722883962206,1708200120_CO,Inflow,TSS,37,0,15.430467444695026,27.027027027027028,heavy_right_skew,EXP,0.0
n=10,0.5,163.5,77.29124502241004,23.352118176963106,1708200120_CO,Inflow,TSS,37,0,16.082832421588844,27.027027027027028,heavy_right_skew,EXP,0.0
n=10,0.75,415.0,204.4363064178266,47.262294331363336,1708200120_CO,Inflow,TSS,37,0,13.738477085667007,27.027027027027028,heavy_right_skew,EXP,0.0
n=10,0.9,707.8999999999997,208.95034648651264,27.31249524184209,1708200120_CO,Inflow,TSS,37,0,14.002558975480252,27.027027027027028,heavy_right_skew,EXP,0.0
n=15,0.1,37.00000000000001,19.403539784078173,40.0855838228649,1708200120_CO,Inflow,TSS,37,0,18.125839457248233,40.54054054054054,heavy_right_skew,EXP,0.0
n=15,0.25,76.25,29.233014028978204,27.781159986924486,1708200120_CO,Inflow,TSS,37,0,9.51156289703772,40.54054054054054,heavy_right_skew,EXP,0.0
n=15,0.5,161.0,45.5208895648311,14.079764302736672,1708200120_CO,Inflow,TSS,37,0,9.272353874226434,40.54054054054054,heavy_right_skew,EXP,0.0
n=15,0.75,400.0,181.78971495915235,40.48206780421288,1708200120_CO,Inflow,TSS,37,0,6.780226527150454,40.54054054054054,heavy_right_skew,EXP,0.0
n=15,0.9,734.8,139.8670063506436,16.18250491517184,1708200120_CO,Inflow,TSS,37,0,11.12999032667025,40.54054054054054,heavy_right_skew,EXP,0.0
n=20,0.1,38.1,16.92682702653905,42.477004692230565,1708200120_CO,Inflow,TSS,37,0,2.3914208693656676,54.054054054054056,heavy_right_skew,EXP,0.0
n=20,0.25,68.5,24.408586253935965,22.259558725979613,1708200120_CO,Inflow,TSS,37,0,5.521601260944873,54.054054054054056,heavy_right_skew,EXP,0.0
n=20,0.5,159.5,21.634787427985238,9.513538910072217,1708200120_CO,Inflow,TSS,37,0,4.566225392664455,54.054054054054056,heavy_right_skew,EXP,0.0
n=20,0.75,398.75,160.23674840709967,35.891632833589995,1708200120_CO,Inflow,TSS,37,0,4.590434970622887,54.054054054054056,heavy_right_skew,EXP,0.0
n=20,0.9,768.4000000000001,109.84813369736233,11.598611373755492,1708200120_CO,Inflow,TSS,37,0,4.583893541416348,54.054054054054056,heavy_right_skew,EXP,0.0
n=25,0.1,32.20000000000001,12.411839321820981,29.935510992712377,1708200120_CO,Inflow,TSS,37,0,12.541493699518188,67.56756756756756,heavy_right_skew,EXP,0.0
n=25,0.25,70.0,18.48364656610706,14.383944534389165,1708200120_CO,Inflow,TSS,37,0,7.875614191590447,67.56756756756756,heavy_right_skew,EXP,0.0
n=25,0.5,161.0,10.976334353128246,4.8601999357949754,1708200120_CO,Inflow,TSS,37,0,4.653338974277242,67.56756756756756,heavy_right_skew,EXP,0.0
n=25,0.75,476.0,144.59828146283078,28.564808511448938,1708200120_CO,Inflow,TSS,37,0,7.326824322141057,67.56756756756756,heavy_right_skew,EXP,0.0
n=25,0.9,780.4000000000001,70.74569251919192,7.383964328932753,1708200120_CO,Inflow,TSS,37,0,4.2146470448227396,67.56756756756756,heavy_right_skew,EXP,0.0
n=5,0.1,9.0,3.023379176234197,27.677441531850665,1671569331_MN,Inflow,TSS,67,0,0.0,7.462686567164178,heavy_right_skew,IGAMMA,0.0
n=5,0.25,10.0,3.9566285925822338,22.352188873697987,1671569331_MN,Inflow,TSS,67,0,0.0,7.462686567164178,heavy_right_skew,IGAMMA,0.0
n=5,0.5,14.0,5.645668352133746,25.75706826492698,1671569331_MN,Inflow,TSS,67,0,0.0,7.462686567164178,heavy_right_skew,IGAMMA,0.0
n=5,0.75,19.0,11.77581230790564,31.680598450244503,1671569331_MN,Inflow,TSS,67,0,0.0,7.462686567164178,heavy_right_skew,IGAMMA,0.0
n=5,0.9,32.400000000000006,16.807888075636576,47.34096391925741,1671569331_MN,Inflow,TSS,67,0,0.0,7.462686567164178,heavy_right_skew,IGAMMA,0.0
n=10,0.1,8.7,1.8368118563399956,19.72837913816669,1671569331_MN,Inflow,TSS,67,0,7.949062393683974,14.925373134328357,heavy_right_skew,IGAMMA,0.0
n=10,0.25,10.0,1.9957526919974902,13.381037150363861,1671569331_MN,Inflow,TSS,67,0,8.971151723334126,14.925373134328357,heavy_right_skew,IGAMMA,0.0
n=10,0.5,14.5,3.1564640867689473,16.724923593396426,1671569331_MN,Inflow,TSS,67,0,9.032144671530553,14.925373134328357,heavy_right_skew,IGAMMA,0.0
n=10,0.75,19.5,8.076187985352341,22.879920973642225,1671569331_MN,Inflow,TSS,67,0,8.800677476602278,14.925373134328357,heavy_right_skew,IGAMMA,0.0
n=10,0.9,33.199999999999996,14.241359613719988,38.22034625770101,1671569331_MN,Inflow,TSS,67,0,9.120617661556402,14.925373134328357,heavy_right_skew,IGAMMA,0.0
n=15,0.1,8.200000000000001,1.472143148916505,16.150341415986475,1671569331_MN,Inflow,TSS,67,0,3.578037722180216,22.388059701492537,heavy_right_skew,IGAMMA,0.0
n=15,0.25,10.0,1.5367492301585142,10.284524579693619,1671569331_MN,Inflow,TSS,67,0,3.0965125706702423,22.388059701492537,heavy_right_skew,IGAMMA,0.0
n=15,0.5,15.0,2.8498982156700547,15.921493515651564,1671569331_MN,Inflow,TSS,67,0,0.8034300777448617,22.388059701492537,heavy_right_skew,IGAMMA,0.0
n=15,0.75,20.0,6.834656176436399,19.90653792349546,1671569331_MN,Inflow,TSS,67,0,2.973383050146765,22.388059701492537,heavy_right_skew,IGAMMA,0.0
n=15,0.9,37.89999999999999,13.013065264385263,29.827306685771543,1671569331_MN,Inflow,TSS,67,0,8.393039571929467,22.388059701492537,heavy_right_skew,IGAMMA,0.0
n=20,0.1,8.5,1.371344059329429,15.848829279149957,1671569331_MN,Inflow,TSS,67,0,0.3015121368365179,29.850746268656714,heavy_right_skew,IGAMMA,0.0
n=20,0.25,9.75,1.1978182404163609,7.8604195821495155,1671569331_MN,Inflow,TSS,67,0,2.424104997544103,29.850746268656714,heavy_right_skew,IGAMMA,0.0
n=20,0.5,14.5,2.0732756555479472,12.32510453227809,1671569331_MN,Inflow,TSS,67,0,3.5963889833734743,29.850746268656714,heavy_right_skew,IGAMMA,0.0
n=20,0.75,20.125,5.012819238056253,15.49153208751474,1671569331_MN,Inflow,TSS,67,0,4.41500583598072,29.850746268656714,heavy_right_skew,IGAMMA,0.0
n=20,0.9,41.50000000000001,10.528851132594891,24.64362023145593,1671569331_MN,Inflow,TSS,67,0,5.1836864543156125,29.850746268656714,heavy_right_skew,IGAMMA,0.0
n=25,0.1,7.800000000000001,1.1176111799275266,12.48618602802949,1671569331_MN,Inflow,TSS,67,0,3.362643251120467,37.3134328358209,heavy_right_skew,IGAMMA,0.0
n=25,0.25,10.0,0.9398759138667905,6.317130150028238,1671569331_MN,Inflow,TSS,67,0,1.5432894321212771,37.3134328358209,heavy_right_skew,IGAMMA,0.0
n=25,0.5,15.0,1.8910812718530912,10.851114084175338,1671569331_MN,Inflow,TSS,67,0,1.473990448102752,37.3134328358209,heavy_right_skew,IGAMMA,0.0
n=25,0.75,20.0,5.188972429078758,14.670254923404237,1671569331_MN,Inflow,TSS,67,0,0.8212771641105032,37.3134328358209,heavy_right_skew,IGAMMA,0.0
n=25,0.9,42.800000000000004,9.047843831322021,20.35600347879443,1671569331_MN,Inflow,TSS,67,0,4.287616752661499,37.3134328358209,heavy_right_skew,IGAMMA,0.0
n=5,0.1,18.4,8.666123749502045,31.975958568616186,2011981340_NC,Inflow,TSS,27,0,0.0,18.51851851851852,heavy_right_skew,GA,0.0
n=5,0.25,21.0,12.074318960368453,28.014535832301718,2011981340_NC,Inflow,TSS,27,0,0.0,18.51851851851852,heavy_right_skew,GA,0.0
n=5,0.5,44.0,16.62887015540414,36.968548069853405,2011981340_NC,Inflow,TSS,27,0,0.0,18.51851851851852,heavy_right_skew,GA,0.0
n=5,0.75,60.0,19.130118632087864,28.778449788163297,2011981340_NC,Inflow,TSS,27,0,0.0,18.51851851851852,heavy_right_skew,GA,0.0
n=5,0.9,72.80000000000001,22.012971493825546,27.750298782536824,2011981340_NC,Inflow,TSS,27,0,0.0,18.51851851851852,heavy_right_skew,GA,0.0
n=10,0.1,16.3,3.4905390537525203,16.284558171144628,2011981340_NC,Inflow,TSS,27,0,15.691400397471558,37.03703703703704,heavy_right_skew,GA,0.0
n=10,0.25,19.75,6.471066539165595,15.708029924749416,2011981340_NC,Inflow,TSS,27,0,12.306505907552301,37.03703703703704,heavy_right_skew,GA,0.0
n=10,0.5,41.5,11.316792415749367,25.653863878578832,2011981340_NC,Inflow,TSS,27,0,11.314684191274573,37.03703703703704,heavy_right_skew,GA,0.0
n=10,0.75,62.0,12.180412540193315,16.43485205769279,2011981340_NC,Inflow,TSS,27,0,12.343597730470506,37.03703703703704,heavy_right_skew,GA,0.0
n=10,0.9,80.89999999999998,20.2734568850045,19.621479584021497,2011981340_NC,Inflow,TSS,27,0,8.128819198515327,37.03703703703704,heavy_right_skew,GA,0.0
n=15,0.1,16.2,2.294236885278314,11.981056561524078,2011981340_NC,Inflow,TSS,27,0,4.30350160962055,55.55555555555556,heavy_right_skew,GA,0.0
n=15,0.25,19.5,3.445957813221313,7.99920280692273,2011981340_NC,Inflow,TSS,27,0,7.7088271178266865,55.55555555555556,heavy_right_skew,GA,0.0
n=15,0.5,44.0,9.290495714505367,17.882766319030434,2011981340_NC,Inflow,TSS,27,0,7.771097559548398,55.55555555555556,heavy_right_skew,GA,0.0
n=15,0.75,63.0,8.292557447376293,10.905342485751737,2011981340_NC,Inflow,TSS,27,0,5.529509571941054,55.55555555555556,heavy_right_skew,GA,0.0
n=15,0.9,82.39999999999999,15.256056800438193,14.548400230812526,2011981340_NC,Inflow,TSS,27,0,5.073079353208971,55.55555555555556,heavy_right_skew,GA,0.0
n=20,0.1,15.5,1.2759947826581186,6.397375846778693,2011981340_NC,Inflow,TSS,27,0,5.583680714745385,74.07407407407408,heavy_right_skew,GA,0.0
n=20,0.25,19.75,1.17520773757362,4.564832518774187,2011981340_NC,Inflow,TSS,27,0,3.4343702881485427,74.07407407407408,heavy_right_skew,GA,0.0
n=20,0.5,41.5,6.175114174664327,12.153538060589772,2011981340_NC,Inflow,TSS,27,0,5.729228258440662,74.07407407407408,heavy_right_skew,GA,0.0
n=20,0.75,63.75,5.1765265240030836,6.100356127643628,2011981340_NC,Inflow,TSS,27,0,4.804986358108109,74.07407407407408,heavy_right_skew,GA,0.0
n=20,0.9,86.45000000000003,8.55990437597593,8.396416059944324,2011981340_NC,Inflow,TSS,27,0,6.151984170868202,74.07407407407408,heavy_right_skew,GA,0.0
n=25,0.1,15.4,0.6186772365669292,2.8159644732986426,2011981340_NC,Inflow,TSS,27,0,3.58141137348005,92.5925925925926,heavy_right_skew,GA,0.0
n=25,0.25,19.0,0.6428269229783483,2.9670983493768444,2011981340_NC,Inflow,TSS,27,0,1.5977341693973428,92.5925925925926,heavy_right_skew,GA,0.0
n=25,0.5,44.0,2.161421635631038,2.987951807228911,2011981340_NC,Inflow,TSS,27,0,9.16558625336086,92.5925925925926,heavy_right_skew,GA,0.0
n=25,0.75,66.0,1.917892756451858,2.714134754026231,2011981340_NC,Inflow,TSS,27,0,3.386221373617397,92.5925925925926,heavy_right_skew,GA,0.0
n=25,0.9,88.80000000000001,3.824309963037353,3.4577509206987065,2011981340_NC,Inflow,TSS,27,0,4.938665139245617,92.5925925925926,heavy_right_skew,GA,0.0
n=5,0.1,44.12104415893555,13.29359368065938,26.2719715926193,919103477_CA,Inflow,TSS,15,0,0.0,33.33333333333333,moderate_right_skew,GA,0.0
n=5,0.25,56.60436248779297,13.998896814184326,19.446833353542235,919103477_CA,Inflow,TSS,15,0,0.0,33.33333333333333,moderate_right_skew,GA,0.0
n=5,0.5,72.71993255615234,18.2801863461157,15.713783833607758,919103477_CA,Inflow,TSS,15,0,0.0,33.33333333333333,moderate_right_skew,GA,0.0
n=5,0.75,102.5,32.220146607692286,22.750338163769346,919103477_CA,Inflow,TSS,15,0,0.0,33.33333333333333,moderate_right_skew,GA,0.0
n=5,0.9,136.51199951171876,30.920986191840246,24.800690270484633,919103477_CA,Inflow,TSS,15,0,0.0,33.33333333333333,moderate_right_skew,GA,0.0
n=10,0.1,49.320174026489255,11.227600644373336,28.407065035887808,919103477_CA,Inflow,TSS,15,0,2.1350934432685094,66.66666666666666,moderate_right_skew,GA,0.0
n=10,0.25,56.91917324066162,5.842109874692492,7.568658574943543,919103477_CA,Inflow,TSS,15,0,11.878174778598693,66.66666666666666,moderate_right_skew,GA,0.0
n=10,0.5,75.68998718261719,7.698929709491716,7.831015677210806,919103477_CA,Inflow,TSS,15,0,7.882768156396952,66.66666666666666,moderate_right_skew,GA,0.0
n=10,0.75,101.44499969482422,20.649390700047345,14.550038744065223,919103477_CA,Inflow,TSS,15,0,8.200299419704123,66.66666666666666,moderate_right_skew,GA,0.0
n=10,0.9,153.28333282470703,24.83747507964789,13.675676032764365,919103477_CA,Inflow,TSS,15,0,11.125014237720269,66.66666666666666,moderate_right_skew,GA,0.0
n=15,0.1,38.29599990844727,0.0,0.0,919103477_CA,Inflow,TSS,15,0,28.407065035887808,100.0,moderate_right_skew,GA,0.0
n=15,0.25,55.23163032531738,0.0,0.0,919103477_CA,Inflow,TSS,15,0,7.568658574943543,100.0,moderate_right_skew,GA,0.0
n=15,0.5,72.71993255615234,0.0,0.0,919103477_CA,Inflow,TSS,15,0,7.831015677210806,100.0,moderate_right_skew,GA,0.0
n=15,0.75,104.5,0.0,0.0,919103477_CA,Inflow,TSS,15,0,14.550038744065223,100.0,moderate_right_skew,GA,0.0
n=15,0.9,162.0,0.0,0.0,919103477_CA,Inflow,TSS,15,0,13.675676032764365,100.0,moderate_right_skew,GA,0.0
n=5,0.1,8.2,4.368606148345113,53.34783879049165,459063142_WI_proprietary,Inflow,TSS,44,0,0.0,11.363636363636363,heavy_right_skew,LOGNO2,0.0
n=5,0.25,11.0,5.980064074294298,41.80776549408514,459063142_WI_proprietary,Inflow,TSS,44,0,0.0,11.363636363636363,heavy_right_skew,LOGNO2,0.0
n=5,0.5,17.0,9.421225130837907,35.10975213302581,459063142_WI_proprietary,Inflow,TSS,44,0,0.0,11.363636363636363,heavy_right_skew,LOGNO2,0.0
n=5,0.75,26.0,17.030179035934772,43.83952004458953,459063142_WI_proprietary,Inflow,TSS,44,0,0.0,11.363636363636363,heavy_right_skew,LOGNO2,0.0
n=5,0.9,40.6,33.500790864352346,49.97236377718451,459063142_WI_proprietary,Inflow,TSS,44,0,0.0,11.363636363636363,heavy_right_skew,LOGNO2,0.0
n=10,0.1,5.6,3.0387940533371443,37.435325356159474,459063142_WI_proprietary,Inflow,TSS,44,0,15.912513434332176,22.727272727272727,heavy_right_skew,LOGNO2,0.0
n=10,0.25,9.5,3.759107177714821,29.332810318327784,459063142_WI_proprietary,Inflow,TSS,44,0,12.474955175757355,22.727272727272727,heavy_right_skew,LOGNO2,0.0
n=10,0.5,16.0,6.168818334112179,23.250414287279217,459063142_WI_proprietary,Inflow,TSS,44,0,11.859337845746591,22.727272727272727,heavy_right_skew,LOGNO2,0.0
n=10,0.75,32.75,11.51751232603468,28.665856325827665,459063142_WI_proprietary,Inflow,TSS,44,0,15.173663718761862,22.727272727272727,heavy_right_skew,LOGNO2,0.0
n=10,0.9,44.899999999999984,21.402850014366656,34.92604931650194,459063142_WI_proprietary,Inflow,TSS,44,0,15.046314460682574,22.727272727272727,heavy_right_skew,LOGNO2,0.0
n=15,0.1,5.4,2.2260301571454604,29.277316713596726,459063142_WI_proprietary,Inflow,TSS,44,0,8.158008642562748,34.090909090909086,heavy_right_skew,LOGNO2,0.0
n=15,0.25,10.0,2.8189473084567758,23.706398652308476,459063142_WI_proprietary,Inflow,TSS,44,0,5.626411666019308,34.090909090909086,heavy_right_skew,LOGNO2,0.0
n=15,0.5,15.0,4.0794789246413785,17.24773388049139,459063142_WI_proprietary,Inflow,TSS,44,0,6.002680406787828,34.090909090909086,heavy_right_skew,LOGNO2,0.0
n=15,0.75,31.5,8.028207972299484,22.469008386855137,459063142_WI_proprietary,Inflow,TSS,44,0,6.196847938972528,34.090909090909086,heavy_right_skew,LOGNO2,0.0
n=15,0.9,55.599999999999994,16.99031968168261,27.64227600291433,459063142_WI_proprietary,Inflow,TSS,44,0,7.283773313587609,34.090909090909086,heavy_right_skew,LOGNO2,0.0
n=20,0.1,5.0,1.6309079316021262,22.182386085185318,459063142_WI_proprietary,Inflow,TSS,44,0,7.094930628411408,45.45454545454545,heavy_right_skew,LOGNO2,0.0
n=20,0.25,9.5,2.3126524756101796,19.44716747663718,459063142_WI_proprietary,Inflow,TSS,44,0,4.259231175671296,45.45454545454545,heavy_right_skew,LOGNO2,0.0
n=20,0.5,16.0,2.628251588570937,11.893800005003264,459063142_WI_proprietary,Inflow,TSS,44,0,5.353933875488124,45.45454545454545,heavy_right_skew,LOGNO2,0.0
n=20,0.75,35.5,6.795014141587106,17.745196205947643,459063142_WI_proprietary,Inflow,TSS,44,0,4.723812180907494,45.45454545454545,heavy_right_skew,LOGNO2,0.0
n=20,0.9,44.60000000000004,14.865417643761205,28.222841722876403,459063142_WI_proprietary,Inflow,TSS,44,0,0.580565719962074,45.45454545454545,heavy_right_skew,LOGNO2,0.0
n=25,0.1,5.0,1.2930511988338322,17.834990782964677,459063142_WI_proprietary,Inflow,TSS,44,0,4.34739530222064,56.81818181818182,heavy_right_skew,LOGNO2,0.0
n=25,0.25,10.0,2.006266735113965,17.01970753557857,459063142_WI_proprietary,Inflow,TSS,44,0,2.4274599410586113,56.81818181818182,heavy_right_skew,LOGNO2,0.0
n=25,0.5,15.0,2.5644994276913495,11.7915569785281,459063142_WI_proprietary,Inflow,TSS,44,0,0.10224302647516481,56.81818181818182,heavy_right_skew,LOGNO2,0.0
n=25,0.75,35.0,5.851565400409582,14.022090351404792,459063142_WI_proprietary,Inflow,TSS,44,0,3.723105854542851,56.81818181818182,heavy_right_skew,LOGNO2,0.0
n=25,0.9,56.400000000000034,12.306372886730463,20.140179907118583,459063142_WI_proprietary,Inflow,TSS,44,0,8.08266181575782,56.81818181818182,heavy_right_skew,LOGNO2,0.0
