,N,Quartile,median,std,rpd,Location,Flow,Analyte,NumObservations,NumObservationsBelowDetect,NearMedianDetectionLimit,skewnessCategory,distributionCategory,changeRPD,percentOriginal
0,n=5,0.1,5.039999961853027,2.8201586840081005,59.87640818240359,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,0.0,15.151515151515152
1,n=5,0.25,7.4000000953674325,3.53129322795889,36.21724160415049,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,0.0,15.151515151515152
2,n=5,0.5,11.100000381469732,4.313534378243305,30.724938357753746,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,0.0,15.151515151515152
3,n=5,0.75,16.60000038146973,7.240673512460698,30.37894730003188,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,0.0,15.151515151515152
4,n=5,0.9,24.940000152587892,10.733697656960166,40.439814510479934,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,0.0,15.151515151515152
5,n=10,0.1,4.65,1.9697194673264096,53.92855701312034,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,5.947851169283247,30.303030303030305
6,n=10,0.25,6.999999880790711,1.9096159094010212,22.410159684056556,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,13.807081920093932,30.303030303030305
7,n=10,0.5,10.900000095367432,2.73324830743522,20.552717971435715,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,10.172220386318031,30.303030303030305
8,n=10,0.75,16.525000572204586,5.292268723292176,21.37224667102058,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,9.006700629011299,30.303030303030305
9,n=10,0.9,27.800000762939437,8.025672192873127,27.612966641443087,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,12.826847869036847,30.303030303030305
10,n=15,0.1,3.4400000572204594,1.4532570168418328,36.79043025864286,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,17.138126754477483,45.45454545454545
11,n=15,0.25,6.5,1.3409956657257753,16.361120063742035,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,6.04903962031452,45.45454545454545
12,n=15,0.5,11.100000381469732,2.3353247139673807,17.70568133807927,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,2.8470366333564456,45.45454545454545
13,n=15,0.75,17.049999713897705,3.9217754055649734,15.311051428704051,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,6.061195242316529,45.45454545454545
14,n=15,0.9,29.120001220703124,6.052625942718611,19.44181484620026,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,8.171151795242828,45.45454545454545
15,n=20,0.1,2.33000009059906,1.3857286473882902,39.84104113222068,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,3.050610873577824,60.60606060606061
16,n=20,0.25,6.399999856948853,1.0245960190480727,13.598766594088557,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,2.762353469653478,60.60606060606061
17,n=20,0.5,10.699999809265133,1.716807255232985,13.52642447695194,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,4.17925686112733,60.60606060606061
18,n=20,0.75,16.975000381469727,2.538744084059652,9.865611020438694,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,5.445440408265357,60.60606060606061
19,n=20,0.9,30.04000053405762,4.964402956348619,14.18016616812614,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,5.261648678074119,60.60606060606061
20,n=25,0.1,3.160000133514405,1.0612733154478904,28.0247277193424,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,11.81631341287828,75.75757575757575
21,n=25,0.25,6.699999809265138,0.8903276941159398,11.421147333172605,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,2.177619260915952,75.75757575757575
22,n=25,0.5,11.100000381469732,1.3433802096279228,9.940523304232073,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,3.5859011727198666,75.75757575757575
23,n=25,0.75,16.70000076293945,1.3145628976350394,5.046372385380221,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,4.819238635058473,75.75757575757575
24,n=25,0.9,31.320001220703134,3.1273343991918034,7.509263010745966,973713662_ZZ,Outflow,TSS,33,0,0,heavy_right_skew,GA,6.670903157380175,75.75757575757575
