EMC,Location,Analyte,Flow,Run
0.25,1980780486_CA,Copper,Inflow,1
4.960000038146973,1980780486_CA,Copper,Inflow,1
3.880000114440918,1980780486_CA,Copper,Inflow,1
11.19999980926514,1980780486_CA,Copper,Inflow,1
3.819999933242798,1980780486_CA,Copper,Inflow,1
2.720000028610229,1980780486_CA,Copper,Inflow,2
0.25,1980780486_CA,Copper,Inflow,2
5.179999828338623,1980780486_CA,Copper,Inflow,2
1.889999985694885,1980780486_CA,Copper,Inflow,2
3.880000114440918,1980780486_CA,Copper,Inflow,2
4.360000133514404,1980780486_CA,Copper,Inflow,3
1.759999990463257,1980780486_CA,Copper,Inflow,3
8.029999732971191,1980780486_CA,Copper,Inflow,3
6.960000038146973,1980780486_CA,Copper,Inflow,3
11.19999980926514,1980780486_CA,Copper,Inflow,3
8.029999732971191,1980780486_CA,Copper,Inflow,4
4.960000038146973,1980780486_CA,Copper,Inflow,4
5.179999828338623,1980780486_CA,Copper,Inflow,4
7.539999961853027,1980780486_CA,Copper,Inflow,4
0.25,1980780486_CA,Copper,Inflow,4
13.10000038146973,1980780486_CA,Copper,Inflow,5
1.889999985694885,1980780486_CA,Copper,Inflow,5
11.19999980926514,1980780486_CA,Copper,Inflow,5
3.819999933242798,1980780486_CA,Copper,Inflow,5
0.25,1980780486_CA,Copper,Inflow,5
2.720000028610229,1980780486_CA,Copper,Inflow,6
11.19999980926514,1980780486_CA,Copper,Inflow,6
12.80000019073486,1980780486_CA,Copper,Inflow,6
1.639999985694885,1980780486_CA,Copper,Inflow,6
10.10000038146973,1980780486_CA,Copper,Inflow,6
1.639999985694885,1980780486_CA,Copper,Inflow,7
10.10000038146973,1980780486_CA,Copper,Inflow,7
2.720000028610229,1980780486_CA,Copper,Inflow,7
11.19999980926514,1980780486_CA,Copper,Inflow,7
0.25,1980780486_CA,Copper,Inflow,7
10.69999980926514,1980780486_CA,Copper,Inflow,8
2.720000028610229,1980780486_CA,Copper,Inflow,8
12.80000019073486,1980780486_CA,Copper,Inflow,8
3.880000114440918,1980780486_CA,Copper,Inflow,8
1.889999985694885,1980780486_CA,Copper,Inflow,8
13.10000038146973,1980780486_CA,Copper,Inflow,9
6.760000228881836,1980780486_CA,Copper,Inflow,9
1.639999985694885,1980780486_CA,Copper,Inflow,9
6.960000038146973,1980780486_CA,Copper,Inflow,9
1.759999990463257,1980780486_CA,Copper,Inflow,9
1.200000047683716,1980780486_CA,Copper,Inflow,10
1.889999985694885,1980780486_CA,Copper,Inflow,10
8.029999732971191,1980780486_CA,Copper,Inflow,10
8.09000015258789,1980780486_CA,Copper,Inflow,10
2.720000028610229,1980780486_CA,Copper,Inflow,10
1.759999990463257,1980780486_CA,Copper,Inflow,11
0.25,1980780486_CA,Copper,Inflow,11
6.960000038146973,1980780486_CA,Copper,Inflow,11
7.539999961853027,1980780486_CA,Copper,Inflow,11
8.029999732971191,1980780486_CA,Copper,Inflow,11
3.819999933242798,1980780486_CA,Copper,Inflow,12
0.25,1980780486_CA,Copper,Inflow,12
7.539999961853027,1980780486_CA,Copper,Inflow,12
5.179999828338623,1980780486_CA,Copper,Inflow,12
8.029999732971191,1980780486_CA,Copper,Inflow,12
1.889999985694885,1980780486_CA,Copper,Inflow,13
6.960000038146973,1980780486_CA,Copper,Inflow,13
12.80000019073486,1980780486_CA,Copper,Inflow,13
0.25,1980780486_CA,Copper,Inflow,13
1.639999985694885,1980780486_CA,Copper,Inflow,13
6.960000038146973,1980780486_CA,Copper,Inflow,14
6.760000228881836,1980780486_CA,Copper,Inflow,14
3.819999933242798,1980780486_CA,Copper,Inflow,14
2.720000028610229,1980780486_CA,Copper,Inflow,14
10.10000038146973,1980780486_CA,Copper,Inflow,14
8.029999732971191,1980780486_CA,Copper,Inflow,15
1.200000047683716,1980780486_CA,Copper,Inflow,15
6.760000228881836,1980780486_CA,Copper,Inflow,15
11.19999980926514,1980780486_CA,Copper,Inflow,15
12.80000019073486,1980780486_CA,Copper,Inflow,15
8.09000015258789,1980780486_CA,Copper,Inflow,16
0.25,1980780486_CA,Copper,Inflow,16
1.200000047683716,1980780486_CA,Copper,Inflow,16
1.759999990463257,1980780486_CA,Copper,Inflow,16
1.639999985694885,1980780486_CA,Copper,Inflow,16
3.880000114440918,1980780486_CA,Copper,Inflow,17
0.25,1980780486_CA,Copper,Inflow,17
7.539999961853027,1980780486_CA,Copper,Inflow,17
3.819999933242798,1980780486_CA,Copper,Inflow,17
4.960000038146973,1980780486_CA,Copper,Inflow,17
5.179999828338623,1980780486_CA,Copper,Inflow,18
10.10000038146973,1980780486_CA,Copper,Inflow,18
11.19999980926514,1980780486_CA,Copper,Inflow,18
4.960000038146973,1980780486_CA,Copper,Inflow,18
3.880000114440918,1980780486_CA,Copper,Inflow,18
1.200000047683716,1980780486_CA,Copper,Inflow,19
12.80000019073486,1980780486_CA,Copper,Inflow,19
1.759999990463257,1980780486_CA,Copper,Inflow,19
0.25,1980780486_CA,Copper,Inflow,19
1.889999985694885,1980780486_CA,Copper,Inflow,19
10.10000038146973,1980780486_CA,Copper,Inflow,20
5.179999828338623,1980780486_CA,Copper,Inflow,20
4.360000133514404,1980780486_CA,Copper,Inflow,20
8.09000015258789,1980780486_CA,Copper,Inflow,20
1.889999985694885,1980780486_CA,Copper,Inflow,20
2.720000028610229,1980780486_CA,Copper,Inflow,21
8.09000015258789,1980780486_CA,Copper,Inflow,21
3.819999933242798,1980780486_CA,Copper,Inflow,21
4.960000038146973,1980780486_CA,Copper,Inflow,21
