EMC,Location,Analyte,Flow
5.289999961853027,-1693589722_FL,TSS,Inflow
1.304999947547913,-1693589722_FL,TSS,Inflow
3.088000059127808,-1693589722_FL,TSS,Inflow
2.055999994277954,-1693589722_FL,TSS,Inflow
7.122000217437744,-1693589722_FL,TSS,Inflow
2.647000074386597,-1693589722_FL,TSS,Inflow
5.931000232696533,-1693589722_FL,TSS,Inflow
7.178040027618408,-1693589722_FL,TSS,Inflow
0.7630000114440918,-1693589722_FL,TSS,Inflow
11.14768028259277,-1693589722_FL,TSS,Inflow
8.385000228881836,-1693589722_FL,TSS,Inflow
0.9599999785423279,-1693589722_FL,TSS,Inflow
18.3799991607666,-1693589722_FL,TSS,Inflow
4.818389892578125,-1693589722_FL,TSS,Inflow
0.1630000025033951,-1693589722_FL,TSS,Inflow
16.5,-1693589722_FL,TSS,Inflow
9.90999984741211,-1693589722_FL,TSS,Inflow
13.85700035095215,-1693589722_FL,TSS,Inflow
11.5600004196167,-1693589722_FL,TSS,Inflow
18.86883926391602,-1693589722_FL,TSS,Inflow
5.648900032043457,-1693589722_FL,TSS,Inflow
0.25,-1693589722_FL,TSS,Inflow
12.07699966430664,-1693589722_FL,TSS,Inflow
0.6069999933242798,-1693589722_FL,TSS,Inflow
3.200000047683716,-1693589722_FL,TSS,Inflow
4.190000057220459,-1693589722_FL,TSS,Inflow
3.930000066757202,-1693589722_FL,TSS,Inflow
3.601999998092651,-1693589722_FL,TSS,Inflow
18.11825942993164,-1693589722_FL,TSS,Inflow
11.64000034332275,-1693589722_FL,TSS,Inflow
7.989089965820312,-1693589722_FL,TSS,Inflow
12.28999996185303,-1693589722_FL,TSS,Inflow
4.880000114440918,-1693589722_FL,TSS,Inflow
15.19999980926514,-1693589722_FL,TSS,Inflow
4.900000095367432,-1693589722_FL,TSS,Inflow
9.4412202835083,-1693589722_FL,TSS,Inflow
13.26299953460693,-1693589722_FL,TSS,Inflow
0.7900000214576721,-1693589722_FL,TSS,Inflow
11.25899982452393,-1693589722_FL,TSS,Inflow
2.647000074386597,-1693589722_FL,TSS,Inflow
12.44400024414062,-1693589722_FL,TSS,Inflow
3.885999917984009,-1693589722_FL,TSS,Inflow
2.599999904632568,-1693589722_FL,TSS,Inflow
0.1000000014901161,-1693589722_FL,TSS,Inflow
7.652490139007568,-1693589722_FL,TSS,Inflow
4.973000049591064,-1693589722_FL,TSS,Inflow
7.572120189666748,-1693589722_FL,TSS,Inflow
3.607959985733032,-1693589722_FL,TSS,Inflow
16.97501945495605,-1693589722_FL,TSS,Inflow
20.30999946594238,-1693589722_FL,TSS,Inflow
12.44400024414062,-1693589722_FL,TSS,Inflow
9.977910041809082,-1693589722_FL,TSS,Inflow
3.930000066757202,-1693589722_FL,TSS,Inflow
5.589719772338867,-1693589722_FL,TSS,Inflow
16.25,-1693589722_FL,TSS,Inflow
2.944689989089966,-1693589722_FL,TSS,Inflow
22.2140007019043,-1693589722_FL,TSS,Inflow
6.519999980926514,-1693589722_FL,TSS,Inflow
7.692490100860596,-1693589722_FL,TSS,Inflow
12.9692497253418,-1693589722_FL,TSS,Inflow
8.835089683532715,-1693589722_FL,TSS,Inflow
16.47999954223633,-1693589722_FL,TSS,Inflow
18.75642967224121,-1693589722_FL,TSS,Inflow
27.29265022277832,-1693589722_FL,TSS,Inflow
3.148950099945068,-1693589722_FL,TSS,Inflow
1.366000056266785,-1693589722_FL,TSS,Inflow
7.427159786224365,-1693589722_FL,TSS,Inflow
8.192970275878906,-1693589722_FL,TSS,Inflow
11.65999984741211,-1693589722_FL,TSS,Inflow
12.44400024414062,-1693589722_FL,TSS,Inflow
10.49065017700195,-1693589722_FL,TSS,Inflow
4.710000038146973,-1693589722_FL,TSS,Inflow
1.235000014305115,-1693589722_FL,TSS,Inflow
19.14665031433105,-1693589722_FL,TSS,Inflow
10.02196025848389,-1693589722_FL,TSS,Inflow
19.78408050537109,-1693589722_FL,TSS,Inflow
3.21685004234314,-1693589722_FL,TSS,Inflow
14.93000030517578,-1693589722_FL,TSS,Inflow
2.259999990463257,-1693589722_FL,TSS,Inflow
13.3100004196167,-1693589722_FL,TSS,Inflow
2.647000074386597,-1693589722_FL,TSS,Inflow
1.776000022888184,-1693589722_FL,TSS,Inflow
18.89999961853027,-1693589722_FL,TSS,Inflow
15.13700008392334,-1693589722_FL,TSS,Inflow
12.20442008972168,-1693589722_FL,TSS,Inflow
1.060999989509583,-1693589722_FL,TSS,Inflow
19.29999923706055,-1693589722_FL,TSS,Inflow
14.43661022186279,-1693589722_FL,TSS,Inflow
12.64999961853027,-1693589722_FL,TSS,Inflow
0.9710000157356262,-1693589722_FL,TSS,Inflow
2.971270084381104,-1693589722_FL,TSS,Inflow
8.705829620361328,-1693589722_FL,TSS,Inflow
7.502999782562256,-1693589722_FL,TSS,Inflow
12.26500034332275,-1693589722_FL,TSS,Inflow
8.235329627990723,-1693589722_FL,TSS,Inflow
24.87199974060059,-1693589722_FL,TSS,Inflow
8.553910255432129,-1693589722_FL,TSS,Inflow
2.647000074386597,-1693589722_FL,TSS,Inflow
18.81999969482422,-1693589722_FL,TSS,Inflow
8.151009559631348,-1693589722_FL,TSS,Inflow
20.53300094604492,-1693589722_FL,TSS,Inflow
11.61100006103516,-1693589722_FL,TSS,Inflow
10.25,-1693589722_FL,TSS,Inflow
3.190000057220459,-1693589722_FL,TSS,Inflow
2.647000074386597,-1693589722_FL,TSS,Inflow
9.937549591064453,-1693589722_FL,TSS,Inflow
11.88000011444092,-1693589722_FL,TSS,Inflow
30.06999969482422,-1693589722_FL,TSS,Inflow
2.647000074386597,-1693589722_FL,TSS,Inflow
4.527999877929688,-1693589722_FL,TSS,Inflow
14.66831016540527,-1693589722_FL,TSS,Inflow
6.154220104217529,-1693589722_FL,TSS,Inflow
5.753230094909668,-1693589722_FL,TSS,Inflow
18.65999031066895,-1693589722_FL,TSS,Inflow
6.689599990844727,-1693589722_FL,TSS,Inflow
4.837369918823242,-1693589722_FL,TSS,Inflow
11.16699981689453,-1693589722_FL,TSS,Inflow
2.404000043869019,-1693589722_FL,TSS,Inflow
11.57219982147217,-1693589722_FL,TSS,Inflow
6.440000057220459,-1693589722_FL,TSS,Inflow
4.96999979019165,-1693589722_FL,TSS,Inflow
8.149999618530273,-1693589722_FL,TSS,Inflow
4.350379943847656,-1693589722_FL,TSS,Inflow
0.4589999914169312,-1693589722_FL,TSS,Inflow
12.44400024414062,-1693589722_FL,TSS,Inflow
9.536849975585938,-1693589722_FL,TSS,Inflow
7.0,-1693589722_FL,TSS,Inflow
11.64000034332275,-1693589722_FL,TSS,Inflow
3.654999971389771,-1693589722_FL,TSS,Inflow
2.647000074386597,-1693589722_FL,TSS,Inflow
7.914790153503418,-1693589722_FL,TSS,Inflow
15.3439998626709,-1693589722_FL,TSS,Inflow
49.15499877929688,-1693589722_FL,TSS,Inflow
1.5,-1693589722_FL,TSS,Inflow
15.85999965667725,-1693589722_FL,TSS,Inflow
6.289999961853027,-1693589722_FL,TSS,Inflow
12.44400024414062,-1693589722_FL,TSS,Inflow
6.153999805450439,-1693589722_FL,TSS,Inflow
4.128280162811279,-1693589722_FL,TSS,Inflow
15.64000034332275,-1693589722_FL,TSS,Inflow
11.26663017272949,-1693589722_FL,TSS,Inflow
3.749850034713745,-1693589722_FL,TSS,Inflow
8.800000190734863,-1693589722_FL,TSS,Inflow
14.24695014953613,-1693589722_FL,TSS,Inflow
23.66699981689453,-1693589722_FL,TSS,Inflow
8.619999885559082,-1693589722_FL,TSS,Inflow
6.674210071563721,-1693589722_FL,TSS,Inflow
9.321000099182129,-1693589722_FL,TSS,Inflow
0.652999997138977,-1693589722_FL,TSS,Inflow
3.68159008026123,-1693589722_FL,TSS,Inflow
8.818400382995605,-1693589722_FL,TSS,Inflow
14.54508972167969,-1693589722_FL,TSS,Inflow
0.5,-1693589722_FL,TSS,Inflow
20.96327018737793,-1693589722_FL,TSS,Inflow
26.5,-1693589722_FL,TSS,Inflow
29.41604042053223,-1693589722_FL,TSS,Inflow
6.05482006072998,-1693589722_FL,TSS,Inflow
14.90888977050781,-1693589722_FL,TSS,Inflow
13.60196018218994,-1693589722_FL,TSS,Inflow
17.29999923706055,-1693589722_FL,TSS,Inflow
8.649809837341309,-1693589722_FL,TSS,Inflow
11.81999969482422,-1693589722_FL,TSS,Inflow
12.44400024414062,-1693589722_FL,TSS,Inflow
12.44400024414062,-1693589722_FL,TSS,Inflow
26.13299942016602,-1693589722_FL,TSS,Inflow
1.470000028610229,-1693589722_FL,TSS,Inflow
0.4079999923706055,-1693589722_FL,TSS,Inflow
9.226619720458984,-1693589722_FL,TSS,Inflow
11.26799964904785,-1693589722_FL,TSS,Inflow
0.7710000276565552,-1693589722_FL,TSS,Inflow
10.94699954986572,-1693589722_FL,TSS,Inflow
34.91999816894531,-1693589722_FL,TSS,Inflow
3.434000015258789,-1693589722_FL,TSS,Inflow
7.565000057220459,-1693589722_FL,TSS,Inflow
13.5,-1693589722_FL,TSS,Inflow
5.681399822235107,-1693589722_FL,TSS,Inflow
10.93299961090088,-1693589722_FL,TSS,Inflow
2.130000114440918,-1693589722_FL,TSS,Inflow
14.68000030517578,-1693589722_FL,TSS,Inflow
21.125,-1693589722_FL,TSS,Inflow
0.8349999785423279,-1693589722_FL,TSS,Inflow
2.647000074386597,-1693589722_FL,TSS,Inflow
3.0,-1693589722_FL,TSS,Inflow
20.24076080322266,-1693589722_FL,TSS,Inflow
13.00629043579102,-1693589722_FL,TSS,Inflow
24.87199974060059,-1693589722_FL,TSS,Inflow
2.467999935150146,-1693589722_FL,TSS,Inflow
6.528900146484375,-1693589722_FL,TSS,Inflow
4.239069938659668,-1693589722_FL,TSS,Inflow
3.470000028610229,-1693589722_FL,TSS,Inflow
4.418409824371338,-1693589722_FL,TSS,Inflow
1.759999990463257,-1693589722_FL,TSS,Inflow
6.300000190734863,-1693589722_FL,TSS,Inflow
6.285999774932861,-1693589722_FL,TSS,Inflow
5.769999980926514,-1693589722_FL,TSS,Inflow
6.389999866485596,-1693589722_FL,TSS,Inflow
4.670000076293945,-1693589722_FL,TSS,Inflow
2.328000068664551,-1693589722_FL,TSS,Inflow
2.647000074386597,-1693589722_FL,TSS,Inflow
12.44400024414062,-1693589722_FL,TSS,Inflow
6.129459857940674,-1693589722_FL,TSS,Inflow
